year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,5,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",118,30,10.44,0,17.14,0,2.42,7,0,1141,486,0,485,0,170
2022,5,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",58,3,2.99,0,0.01,0,0,1,1,182,181,0,1,0,0
2022,5,AS,Alaska Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",31,4,2.7,0,0.59,0,0.71,1,0,223,176,0,18,0,29
2022,5,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",371,75,19.16,2.3,36.13,0.78,16.63,11,2,3350,931,64,1374,14,967
2022,5,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",413,60,24.17,1,16.44,0.76,17.63,2,0,2412,1165,17,427,16,787
2022,5,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",176,32,12.01,0,16.25,0,3.75,3,1,1562,614,0,568,0,380
2022,5,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",191,24,12.18,0,6.59,0,5.23,1,0,798,364,0,208,0,226
2022,5,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",437,58,23.8,0,21.06,0,13.13,21,0,3386,1697,0,1176,0,513
2022,5,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",824,168,61.69,1.97,44.78,1.75,57.81,32,0,9062,4058,90,1693,31,3190
2022,5,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",155,22,9.11,0,9.44,0,3.45,1,0,689,339,0,248,0,102
2022,5,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",62,3,1,0,2,0,0,0,0,101,68,0,33,0,0
2022,5,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",184,37,14.48,1,19.45,0,2.07,3,0,1215,457,17,615,0,126
2022,5,AS,Alaska Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",31,3,0,0,3,0,0,1,0,72,0,0,72,0,0
2022,5,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",82,17,10.14,0,4.07,0,2.79,2,1,727,429,0,149,0,149
2022,5,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",28,2,0.2,0,0.04,0,1.76,3,0,99,11,0,2,0,86
2022,5,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",55,8,4.52,0,0.52,0,2.96,1,0,386,259,0,18,0,109
2022,5,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",244,40,16.28,0,19.29,0,4.44,6,0,2284,1287,0,801,0,196
2022,5,AS,Alaska Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",31,3,0,0,1,0,2,1,0,102,0,0,40,0,62
2022,5,AS,Alaska Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",30,2,0.61,0,0.56,0,0.83,1,0,264,49,0,10,0,205
2022,5,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",62,6,1.94,0,2.14,0,1.92,0,0,191,75,0,58,0,58
2022,5,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",124,20,8.48,0,6.46,0,5.06,5,0,578,329,0,146,0,103
2022,5,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",277,43,17.5,0,21.12,0,4.38,22,0,2170,1188,0,828,0,154
2022,5,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",62,5,1.14,1,1.18,0,1.67,1,1,210,56,58,21,0,75
2022,5,AS,Alaska Airlines Inc.,PAE,"Everett, WA: Snohomish County",60,6,1,0,2,0,3,1,0,395,233,0,39,0,123
2022,5,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1481,237,63.85,5.16,75.67,1.76,90.56,55,0,12093,3857,590,2322,61,5263
2022,5,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",62,7,3.4,0,3.6,0,0,1,0,358,138,0,220,0,0
2022,5,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",343,28,15.49,0.21,4.99,0,7.3,6,0,851,513,7,123,0,208
2022,5,AS,Alaska Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",30,3,1.73,0,0.27,0,1,0,0,219,70,0,11,0,138
2022,5,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",61,8,1,0,0.67,0,6.33,0,0,362,30,0,18,0,314
2022,5,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",95,9,3.07,0,2.19,0,3.74,5,0,378,140,0,68,0,170
2022,5,AS,Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",40,8,3.13,0,2.87,0,2,4,0,296,128,0,104,0,64
2022,5,AS,Alaska Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",60,4,3,0,1,0,0,0,0,253,236,0,17,0,0
2022,5,AS,Alaska Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",6,1,1,0,0,0,0,0,0,61,61,0,0,0,0
2022,5,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",733,128,39.5,1.16,37.99,0,49.34,17,0,5433,1825,159,1166,0,2283
2022,5,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,7,3.21,0,1.48,0,2.31,0,0,372,266,0,49,0,57
2022,5,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",26,2,0.23,0,1.54,0,0.23,0,0,51,8,0,35,0,8
2022,5,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5842,1058,314.93,20.16,418.31,5.4,299.19,222,18,51596,20255,1323,12231,157,17630
2022,5,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1100,293,58.34,3.66,116.87,1.91,112.21,50,1,16626,3542,573,4676,56,7779
2022,5,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",115,21,5.01,0,5.5,0,10.49,1,4,746,110,0,312,0,324
2022,5,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",358,53,27.61,0,9.24,0.75,15.4,15,0,2585,1631,0,263,24,667
2022,5,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",78,21,8.5,0,4.54,0,7.96,1,0,1021,407,0,134,0,480
2022,5,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",169,29,19.19,0,2.57,1.66,5.58,12,0,1108,838,0,97,34,139
2022,5,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",335,41,14.69,0,9.37,0,16.93,10,0,1652,544,0,229,0,879
2022,5,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",58,6,3.77,0,2.23,0,0,4,1,163,118,0,45,0,0
2022,5,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",59,14,5.25,0,7,0,1.76,0,0,478,185,0,179,0,114
2022,5,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",46,8,2.38,0,2.04,0,3.58,0,0,413,178,0,72,0,163
2022,5,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",61,11,2.96,0,1.93,0.83,5.28,0,0,419,86,0,52,29,252
2022,5,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,10,1.36,0,2.24,0,6.4,1,0,314,57,0,47,0,210
2022,5,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,9,5.2,0,0.65,0,3.15,0,0,408,213,0,21,0,174
2022,5,B6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",46,12,6.77,3.8,1.23,0,0.2,3,0,985,689,226,50,0,20
2022,5,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",62,16,6.49,3.28,4.87,0,1.37,4,0,720,424,85,166,0,45
2022,5,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",196,43,27.67,1.4,2.94,0,11,3,0,3021,1645,161,240,0,975
2022,5,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",112,33,19.59,1,5.56,0,6.85,0,1,2304,1516,31,178,0,579
2022,5,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",317,101,46.78,3.23,22.1,0,28.89,2,1,6584,3126,295,889,0,2274
2022,5,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",213,55,28.35,1.49,9.48,0,15.68,5,1,4055,1854,281,544,0,1376
2022,5,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3742,1099,378.51,21.42,307.68,3.6,387.78,77,0,79719,28434,1747,15817,208,33513
2022,5,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",146,33,18.26,0.49,5.38,0.34,8.52,2,0,2099,1161,47,188,38,665
2022,5,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",62,16,9.74,1,1.76,0,3.49,1,0,704,442,28,55,0,179
2022,5,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",212,61,37.25,3.1,7.41,0,13.24,7,0,4591,2787,201,341,0,1262
2022,5,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",50,8,1.65,0,3.42,1,1.93,0,0,697,111,0,394,27,165
2022,5,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",252,82,43.29,1.77,14.4,0,22.54,3,0,5996,2982,163,1083,0,1768
2022,5,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",62,10,6.02,0,1.3,0,2.68,0,0,863,512,0,30,0,321
2022,5,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",73,12,5.59,0.08,2.1,0,4.23,0,0,887,274,15,98,0,500
2022,5,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",890,229,104.41,7.7,67.39,0.66,48.84,16,8,15882,6562,890,4103,36,4291
2022,5,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",155,26,16.73,1,2.46,0,5.81,2,0,1798,1134,208,125,0,331
2022,5,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",62,3,2.67,0,0,0,0.33,0,1,225,208,0,0,0,17
2022,5,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",117,33,20.7,0.79,4.65,0,6.86,2,0,2585,1278,265,196,0,846
2022,5,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",694,293,70.82,10.13,142.6,1.71,67.74,17,3,22352,6226,1184,8152,36,6754
2022,5,B6,JetBlue Airways,EYW,"Key West, FL: Key West International",2,2,1.81,0,0.19,0,0,0,0,45,41,0,4,0,0
2022,5,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1684,382,178.2,7.71,72.79,3.06,120.25,49,23,29494,14786,1008,3652,85,9963
2022,5,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",409,88,34.16,6.06,22.36,0,25.41,21,8,5871,1852,310,801,0,2908
2022,5,B6,JetBlue Airways,HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",6,1,0.15,0,0,0,0.85,1,0,68,10,0,0,0,58
2022,5,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",62,15,8.28,0,3.51,0,3.21,1,0,921,597,0,134,0,190
2022,5,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",304,90,44.51,1.6,15.95,0.55,27.39,15,3,6492,3113,306,741,30,2302
2022,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3913,1177,438.39,25.16,310.36,3.73,399.36,104,26,86778,32236,3118,16429,121,34874
2022,5,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",307,75,38.46,3.75,15.24,0.26,17.29,1,0,4891,2656,308,696,7,1224
2022,5,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",993,261,118.53,8.24,63.86,2.34,68.04,1,5,16537,8458,695,2700,84,4600
2022,5,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",1157,391,119.5,12.75,162.85,2.21,93.68,39,8,29292,8617,2637,9926,146,7966
2022,5,B6,JetBlue Airways,MCI,"Kansas City, MO: Kansas City International",62,13,7.41,0,2.94,0,2.65,1,0,1229,613,0,320,0,296
2022,5,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1453,427,172.04,6.92,75.79,0,172.25,40,6,31841,12543,637,4294,0,14367
2022,5,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",333,72,43.78,0,13.93,0,14.29,7,3,5792,3467,0,1210,0,1115
2022,5,B6,JetBlue Airways,MKE,"Milwaukee, WI: General Mitchell International",62,19,11.38,0,3.48,0,4.14,1,0,1595,1230,0,123,0,242
2022,5,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",90,30,17,1.64,5.08,0,6.28,0,0,1510,797,203,194,0,316
2022,5,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",197,47,28.83,0.97,9.77,0,7.43,6,0,3004,1897,228,338,0,541
2022,5,B6,JetBlue Airways,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",14,2,1.3,0,0,0,0.7,3,0,227,182,0,0,0,45
2022,5,B6,JetBlue Airways,ONT,"Ontario, CA: Ontario International",31,5,2.5,0,1,0,1.5,0,0,283,209,0,19,0,55
2022,5,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",117,19,12.12,1,3.29,0,2.59,0,0,1640,1032,246,156,0,206
2022,5,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",93,22,9.92,1.22,3.41,0,7.46,8,0,1489,723,87,103,0,576
2022,5,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",634,174,76.1,3.22,37.35,1.59,55.75,20,0,13103,6039,532,1826,50,4656
2022,5,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",28,9,5.07,0,2.44,0,1.49,0,0,545,274,0,188,0,83
2022,5,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",143,31,16.41,2,5.13,0,7.45,3,0,1828,1030,55,217,0,526
2022,5,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",84,26,18.3,2.96,2.48,0,2.26,1,0,2073,1440,289,75,0,269
2022,5,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",82,10,6.89,0,1.9,0,1.2,3,0,368,255,0,58,0,55
2022,5,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",62,26,14.15,0.88,3.39,0,7.59,1,0,1844,1086,63,149,0,546
2022,5,B6,JetBlue Airways,PSP,"Palm Springs, CA: Palm Springs International",19,7,3.04,2,0.79,0,1.17,0,0,697,288,272,90,0,47
2022,5,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",98,35,18.81,0.91,12.07,0,3.21,1,0,2615,1463,61,785,0,306
2022,5,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",12,3,1.76,0,1.24,0,0,1,0,233,84,0,149,0,0
2022,5,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",254,81,45.54,2.73,18.45,0,14.27,5,0,5309,3092,210,701,0,1306
2022,5,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",153,36,21.32,2,2.64,0,10.04,5,0,2929,1987,105,100,0,737
2022,5,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",37,6,3.13,1,1.87,0,0,0,0,369,181,146,42,0,0
2022,5,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",90,25,16.28,0.76,1.77,0,6.19,3,0,1517,665,37,249,0,566
2022,5,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",418,98,42.42,3.91,24.32,0,27.34,10,3,7936,4037,627,1279,0,1993
2022,5,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",151,21,12.06,1.88,3.71,1.56,1.8,2,1,1051,534,107,196,39,175
2022,5,B6,JetBlue Airways,SAT,"San Antonio, TX: San Antonio International",62,8,2.97,0.15,3.13,0,1.75,0,0,644,348,22,81,0,193
2022,5,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",183,58,28.36,0.76,20.98,0,7.9,7,1,3829,1949,108,1291,0,481
2022,5,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",90,30,17.47,0.21,9.79,0,2.53,0,0,1492,899,30,434,0,129
2022,5,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",466,85,41.63,3.96,17.64,0,21.78,3,1,5906,2750,525,772,0,1859
2022,5,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",55,16,6.5,2.78,3.68,0,3.04,2,0,1064,448,180,195,0,241
2022,5,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",810,254,134.09,5.48,61.01,0.67,52.75,12,2,16821,9567,520,2272,24,4438
2022,5,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",155,33,18.98,0,7.22,0.69,6.12,0,0,1944,1326,0,246,37,335
2022,5,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",46,14,6.71,0.66,5.06,0,1.57,0,3,691,291,50,292,0,58
2022,5,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",95,29,14.38,0,6.53,0,8.09,2,2,1964,799,0,506,0,659
2022,5,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",73,12,9,0,2.52,0,0.49,2,0,744,530,0,109,0,105
2022,5,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",93,35,18.95,1.37,3.87,0,10.81,4,0,2180,1193,38,180,0,769
2022,5,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",426,98,53.03,0.46,15.25,0,29.26,10,3,6854,3574,49,778,0,2453
2022,5,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",93,12,6.64,1,0.1,0,4.25,2,0,429,218,49,4,0,158
2022,5,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",93,28,16.07,0,6.06,0,5.87,5,0,1374,602,0,199,0,573
2022,5,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",215,25,17.9,0,2.94,0,4.16,2,1,958,676,0,63,0,219
2022,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18297,2573,1012.39,95.51,501.03,0.52,963.54,444,23,193784,102534,7741,19640,34,63835
2022,5,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",31,3,2,0,1,0,0,0,0,109,89,0,20,0,0
2022,5,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",891,139,84.06,1.34,24.54,0,29.06,22,1,11475,7901,66,1011,0,2497
2022,5,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",145,9,6.53,0,0.47,0,2,0,0,295,252,0,10,0,33
2022,5,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",308,51,31.79,2.36,8.99,0,7.85,13,0,5568,4210,786,271,0,301
2022,5,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",229,36,29.73,0,2.3,0,3.97,8,0,1641,1354,0,71,0,216
2022,5,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",57,7,2.84,1,0.66,0,2.5,2,0,229,114,29,30,0,56
2022,5,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",488,53,37.29,0,7.47,0,8.24,23,1,3673,2951,0,243,0,479
2022,5,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",97,20,11.91,1,1.55,0,5.54,3,0,1886,926,790,43,0,127
2022,5,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1738,416,164.49,9.45,135.3,0,106.76,38,2,26710,13575,372,5127,0,7636
2022,5,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",61,4,1.89,0,1.5,0,0.62,0,0,188,117,0,55,0,16
2022,5,DL,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",31,5,4.36,0,0,0,0.64,0,0,331,271,0,0,0,60
2022,5,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",199,37,21.96,0.93,1.19,0,12.92,8,0,1708,1155,50,50,0,453
2022,5,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",447,73,45.28,4.69,11.82,0,11.21,16,3,3416,1858,378,593,0,587
2022,5,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",159,33,17.97,1.54,2.42,0,11.07,1,0,2661,2001,72,75,0,513
2022,5,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",164,15,9.81,0,1.95,0,3.25,0,0,527,366,0,51,0,110
2022,5,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",169,12,9.63,0,0,0,2.38,0,1,410,344,0,0,0,66
2022,5,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",333,51,33.81,0,8.77,0,8.42,14,0,3619,2757,0,449,0,413
2022,5,DL,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,3,2.56,0,0,0,0.44,1,0,120,100,0,0,0,20
2022,5,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",203,52,35.45,1.1,3.57,0,11.88,7,0,2778,2084,131,108,0,455
2022,5,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",472,50,30.34,1.63,7.04,0,10.99,3,2,3134,1902,155,347,0,730
2022,5,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",172,16,13.35,0,0.65,0,2,8,1,533,434,0,28,0,71
2022,5,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",551,109,49.38,3.88,27.81,0,27.93,16,1,7266,2845,290,1609,0,2522
2022,5,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",122,9,7.07,0,0.57,0,1.36,2,0,495,387,0,13,0,95
2022,5,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",150,15,8.66,0.88,3.19,0,2.26,0,1,749,338,23,304,0,84
2022,5,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",95,6,5,0,0,0,1,0,0,265,240,0,0,0,25
2022,5,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",677,172,86.2,7.28,51.47,0.76,26.29,16,1,9715,4603,1546,2238,32,1296
2022,5,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",902,168,100.93,3.31,45.44,0.56,17.76,36,3,9069,5418,895,1779,31,946
2022,5,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",973,178,78.75,4.02,45.1,0,50.13,21,8,13006,6742,269,2202,0,3793
2022,5,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",88,10,9.02,0,0.15,0,0.83,0,0,416,358,0,10,0,48
2022,5,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4942,740,291.4,26.13,141.41,0,281.06,138,3,62042,32128,1448,6020,0,22446
2022,5,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",203,29,19.41,3.54,1.3,0,4.74,4,2,1571,1028,134,72,0,337
2022,5,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",62,11,8.93,0.83,0.55,0,0.7,1,0,534,455,24,42,0,13
2022,5,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",444,135,52.97,1.83,73.95,0,6.25,32,6,11051,4308,61,6001,0,681
2022,5,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",154,16,4.15,0,8.74,0,3.11,5,1,564,132,0,361,0,71
2022,5,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",62,15,9.49,0,3.9,0,1.61,1,1,524,362,0,105,0,57
2022,5,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",31,7,4.22,0,1,0,1.78,1,0,319,171,0,16,0,132
2022,5,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",32,8,5.7,0,0.4,0,1.9,0,0,420,284,0,19,0,117
2022,5,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1003,231,129.64,2.2,65.35,0,33.82,39,10,14351,8463,123,4042,0,1723
2022,5,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",62,12,6.09,0,3.5,0,2.41,1,0,371,172,0,103,0,96
2022,5,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",160,23,14.71,1.34,2.11,0,4.84,10,2,1235,706,81,63,0,385
2022,5,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",121,9,4.1,0,2,0,2.9,0,0,485,174,0,38,0,273
2022,5,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",61,11,7.42,0,2.28,0,1.3,0,0,421,331,0,52,0,38
2022,5,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",31,6,3.09,0,0.11,0,2.8,0,0,415,162,0,6,0,247
2022,5,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",282,35,25.8,0.69,1.67,0,6.85,11,0,1594,1238,16,41,0,299
2022,5,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",181,18,13.41,0,2,0,2.59,5,1,774,580,0,88,0,106
2022,5,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",232,16,11.35,0,1.78,0,2.87,2,0,957,580,0,50,0,327
2022,5,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",219,42,25.12,0,11.34,0,5.53,2,0,4088,3140,0,289,0,659
2022,5,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",93,9,4.84,1,1.43,0,1.73,1,0,490,272,16,56,0,146
2022,5,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",62,7,5.75,0,1.19,0,0.06,0,0,209,184,0,21,0,4
2022,5,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",181,24,17.53,2,0.73,0,3.73,0,0,1281,978,96,24,0,183
2022,5,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",203,45,28.37,0,9.73,0,6.9,3,0,4025,3281,0,351,0,393
